Cust No,Customer,Program,Status,Company Code,System Up Time,Running Time,Memory (KB),Create Date,Priority,Reference No
COO010,COOPERATIVA PARA LA PRODUCCION AGROPECUARIA DELICIAS DEL CAMPO DE SANTO DOMINGO R.L.,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:19m:05s,15348,9/26/2023 1:39:33 PM,Medium,
COO010,COOPERATIVA PARA LA PRODUCCION AGROPECUARIA DELICIAS DEL CAMPO DE SANTO DOMINGO R.L.,ONLINE UPDATE,Running,COO,,10d:11h:20m:08s,56596,9/26/2023 1:41:57 PM,High,
COO010,COOPERATIVA PARA LA PRODUCCION AGROPECUARIA DELICIAS DEL CAMPO DE SANTO DOMINGO R.L.,ZENENGNSVC,Running,,10d:11h:19m:39s,10d:11h:19m:03s,4194303.99902344,9/26/2023 1:39:31 PM,Low,
COR025,"Corey Associates, Inc.",GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:10m:53s,14516,9/26/2023 1:35:25 PM,Medium,
COR025,"Corey Associates, Inc.",GSSCOURIER,Running,,,03d:11h:08m:26s,26912,9/26/2023 1:35:27 PM,Medium,
COR025,"Corey Associates, Inc.",NTDBSMGR64,Running,,03d:11h:11m:24s,03d:11h:10m:50s,3992400,9/26/2023 1:35:24 PM,Low,
COR120,"Corry Micronics, Inc.",GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:10m:31s,15524,9/26/2023 1:30:16 PM,Medium,
COR120,"Corry Micronics, Inc.",GSSCOURIER,Running,,,03d:11h:08m:27s,19084,9/26/2023 1:30:18 PM,Medium,
COR120,"Corry Micronics, Inc.",ONLINE UPDATE,Running,CMI,,03d:11h:27m:04s,82524,9/26/2023 1:48:20 PM,High,
COR120,"Corry Micronics, Inc.",ZENENGNSVC,Running,,03d:11h:10m:59s,03d:11h:10m:29s,4194303.99902344,9/26/2023 1:30:14 PM,Low,
COR130,CORNERSTONE VALVE,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:27m:26s,15192,9/26/2023 1:48:55 PM,Medium,
COR130,CORNERSTONE VALVE,GSSCOURIER,Running,,,10d:11h:25m:21s,24116,9/26/2023 1:48:57 PM,Medium,
COR130,CORNERSTONE VALVE,ONLINE UPDATE,Running,CSV,,10d:11h:19m:14s,85768,9/26/2023 1:42:55 PM,High,
COR130,CORNERSTONE VALVE,ZENENGNSVC,Running,,10d:11h:27m:57s,10d:11h:27m:24s,4194303.99902344,9/26/2023 1:48:53 PM,Low,
COR140,CORSAIR ELECTRICAL CONNECTORS,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:27m:38s,16488,9/26/2023 1:49:08 PM,Medium,
COR140,CORSAIR ELECTRICAL CONNECTORS,GSSCOURIER,Running,,,10d:11h:25m:34s,51340,9/26/2023 1:49:10 PM,Medium,
COR140,CORSAIR ELECTRICAL CONNECTORS,NTDBSMGR64,Running,,10d:11h:28m:11s,10d:11h:27m:36s,4194303.99902344,9/26/2023 1:49:06 PM,Low,
COR140,CORSAIR ELECTRICAL CONNECTORS,ONLINE UPDATE,Running,ASF,,05d:01h:34m:48s,121800,9/26/2023 1:50:29 PM,High,
COR140,CORSAIR ELECTRICAL CONNECTORS,ONLINE UPDATE,Running,CSA,,,,9/26/2023 1:50:31 PM,High,
COR140,CORSAIR ELECTRICAL CONNECTORS,ONLINE UPDATE,Running,FRA,,05d:01h:32m:34s,81336,9/26/2023 1:50:31 PM,High,
COR150,CORE PIPE,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:27m:55s,17008,9/26/2023 1:52:03 PM,Medium,
COR150,CORE PIPE,GSSCOURIER,Running,,,00d:00h:52m:00s,32196,9/26/2023 1:52:06 PM,Medium,
COR150,CORE PIPE,NTDBSMGR64,Running,,10d:11h:28m:26s,10d:11h:27m:53s,4194303.99902344,9/26/2023 1:52:01 PM,Low,
COR150,CORE PIPE,ONLINE UPDATE,Running,CPP,,10d:11h:15m:50s,105100,9/26/2023 1:46:25 PM,High,
COR180,C3 CORPORATION,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:10h:36m:38s,15972,9/26/2023 12:57:37 PM,Medium,
COR180,C3 CORPORATION,GSSCOURIER,Running,,,10d:10h:34m:34s,29812,9/26/2023 12:57:39 PM,Medium,
COR180,C3 CORPORATION,NTDBSMGR64,Running,,10d:10h:37m:12s,10d:10h:36m:36s,4194303.99902344,9/26/2023 12:57:35 PM,Low,
COR180,C3 CORPORATION,ONLINE UPDATE,Running,C3C,,10d:11h:21m:13s,81816,9/26/2023 1:48:41 PM,High,
COR180,C3 CORPORATION,ONLINE UPDATE,Running,YTT,,10d:11h:19m:50s,68616,9/26/2023 1:48:39 PM,High,
COR180,C3 CORPORATION,SLICENSE,Running,,,10d:10h:36m:42s,5344,9/26/2023 12:57:41 PM,Low,
CRA120,CRAVO EQUIPMENT LTD,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:10h:42m:28s,15620,9/26/2023 1:03:55 PM,Medium,
CRA120,CRAVO EQUIPMENT LTD,GSSCOURIER,Running,,,10d:10h:40m:24s,25868,9/26/2023 1:03:58 PM,Medium,
CRA120,CRAVO EQUIPMENT LTD,ONLINE UPDATE,Running,CEL,,10d:11h:21m:33s,102844,9/26/2023 1:44:36 PM,High,
CRA120,CRAVO EQUIPMENT LTD,ONLINE UPDATE,Running,CSL,,10d:11h:20m:55s,53400,9/26/2023 1:44:28 PM,High,
CRA120,CRAVO EQUIPMENT LTD,ONLINE UPDATE,Running,VOL,,10d:11h:20m:17s,56988,9/26/2023 1:44:32 PM,High,
CRA120,CRAVO EQUIPMENT LTD,SLICENSE,Running,,,10d:10h:42m:35s,5288,9/26/2023 1:04:02 PM,Low,
CRA120,CRAVO EQUIPMENT LTD,ZENENGNSVC,Running,,10d:10h:43m:00s,10d:10h:42m:24s,4194303.99902344,9/26/2023 1:03:51 PM,Low,
CRM010,"C R METAL PRODUCTS, INC.",GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:10h:48m:14s,16144,9/26/2023 1:13:28 PM,Medium,
CRM010,"C R METAL PRODUCTS, INC.",GSSCOURIER,Running,,,03d:10h:45m:56s,27812,9/26/2023 1:13:30 PM,Medium,
CRM010,"C R METAL PRODUCTS, INC.",ONLINE UPDATE,Running,CRM,,00d:22h:28m:10s,189084,9/26/2023 1:45:37 PM,High,
CRM010,"C R METAL PRODUCTS, INC.",ZENENGNSVC,Running,,03d:10h:48m:39s,03d:10h:48m:12s,4194303.99902344,9/26/2023 1:13:26 PM,Low,
CRY020,"BLUEFORS CRYOCOOLER TECHNOLOGIES, INC.",GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:10h:36m:21s,16772,9/26/2023 12:59:37 PM,Medium,
CRY020,"BLUEFORS CRYOCOOLER TECHNOLOGIES, INC.",GSSCOURIER,Running,,,10d:10h:34m:16s,34572,9/26/2023 12:59:40 PM,Medium,
CRY020,"BLUEFORS CRYOCOOLER TECHNOLOGIES, INC.",NTDBSMGR64,Running,,10d:10h:36m:53s,10d:10h:36m:19s,4194303.99902344,9/26/2023 12:59:35 PM,Low,
CRY020,"BLUEFORS CRYOCOOLER TECHNOLOGIES, INC.",ONLINE UPDATE,Running,CMI,,05d:04h:36m:08s,124612,9/26/2023 1:44:46 PM,High,
CRY020,"BLUEFORS CRYOCOOLER TECHNOLOGIES, INC.",SLICENSE,Running,,,10d:10h:36m:25s,5220,9/26/2023 12:59:42 PM,Low,
CUS140,CUSTOM BUILT CRATES,GSS.SYSTEMINTEGRITYSERVICE,Running,,,157d:10h:56m:29s,17212,9/26/2023 1:22:17 PM,Medium,
CUS140,CUSTOM BUILT CRATES,GSSCOURIER,Running,,,13d:22h:56m:42s,29908,9/26/2023 1:22:19 PM,Medium,
CUS140,CUSTOM BUILT CRATES,ONLINE UPDATE,Running,CBC,,103d:00h:38m:06s,205752,9/26/2023 1:48:08 PM,High,
CUT020,CUTTING EDGE SUPPLY,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:10m:30s,16040,9/26/2023 1:32:13 PM,Medium,
CUT020,CUTTING EDGE SUPPLY,GSSCOURIER,Running,,,03d:11h:08m:26s,30256,9/26/2023 1:32:15 PM,Medium,
CUT020,CUTTING EDGE SUPPLY,ONLINE UPDATE,Running,CES,,03d:11h:26m:04s,117736,9/26/2023 1:50:17 PM,High,
CUT020,CUTTING EDGE SUPPLY,ZENENGNSVC,Running,,03d:11h:11m:01s,03d:11h:10m:28s,4194303.99902344,9/26/2023 1:32:11 PM,Low,
CWM010,CWMF CORPORATION,GSS.SYSTEMINTEGRITYSERVICE,Running,,,49d:18h:59m:40s,17524,9/26/2023 1:14:44 PM,Medium,
CWM010,CWMF CORPORATION,GSSCOURIER,Running,,,49d:18h:57m:30s,29408,9/26/2023 1:14:46 PM,Medium,
CWM010,CWMF CORPORATION,ONLINE UPDATE,Running,CWM,,49d:19h:00m:18s,109624,9/26/2023 1:38:04 PM,High,
CWM010,CWMF CORPORATION,SLICENSE,Running,,,49d:18h:59m:45s,5836,9/26/2023 1:14:49 PM,Low,
CWM010,CWMF CORPORATION,WS_DBACCESS,Running,,,49d:18h:57m:31s,53520,9/26/2023 1:14:51 PM,High,
CWM010,CWMF CORPORATION,ZENENGNSVC,Running,,49d:19h:00m:16s,49d:18h:59m:38s,4194303.99902344,9/26/2023 1:14:41 PM,Low,
DAK020,DAKOTALAND MANUFACTURING,GSS.SYSTEMINTEGRITYSERVICE,Running,,,02d:20h:09m:09s,18332,9/26/2023 1:10:37 PM,Medium,
DAK020,DAKOTALAND MANUFACTURING,GSSCOURIER,Running,,,02d:20h:07m:06s,31440,9/26/2023 1:10:39 PM,Medium,
DAK020,DAKOTALAND MANUFACTURING,NTDBSMGR64,Running,,02d:20h:09m:39s,02d:20h:09m:06s,4194303.99902344,9/26/2023 1:10:35 PM,Low,
DAK020,DAKOTALAND MANUFACTURING,ONLINE UPDATE,Running,DLM,,02d:20h:39m:35s,194996,9/26/2023 1:43:23 PM,High,
DAR010,DARMANN ABRASIVE PRODUCTS,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:10h:35m:57s,16548,9/26/2023 12:56:54 PM,Medium,
DAR010,DARMANN ABRASIVE PRODUCTS,GSSCOURIER,Running,,,10d:10h:33m:53s,29112,9/26/2023 12:56:56 PM,Medium,
DAR010,DARMANN ABRASIVE PRODUCTS,NTDBSMGR64,Running,,10d:10h:36m:26s,10d:10h:35m:55s,4194303.99902344,9/26/2023 12:56:52 PM,Low,
DAR010,DARMANN ABRASIVE PRODUCTS,ONLINE UPDATE,Running,DAP,,06d:06h:16m:28s,128376,9/26/2023 1:42:35 PM,High,
DAR010,DARMANN ABRASIVE PRODUCTS,WS_DBACCESS,Running,,,01d:04h:13m:02s,59404,9/26/2023 12:56:58 PM,High,
DAY020,"DAYSTAR PRODUCTS INT'L, INC.",GSSCOURIER,Running,,,01d:02h:48m:45s,38600,9/26/2023 1:20:30 PM,Medium,
DAY020,"DAYSTAR PRODUCTS INT'L, INC.",NTDBSMGR64,Running,,03d:11h:01m:22s,03d:11h:01m:13s,4194303.99902344,9/26/2023 1:20:28 PM,Low,
DAY020,"DAYSTAR PRODUCTS INT'L, INC.",ONLINE UPDATE,Running,DPI,,01d:03h:19m:23s,116072,9/26/2023 1:41:23 PM,High,
DAY030,DAYTON ROGERS MANUFACTURING CO,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:06m:12s,17848,9/26/2023 1:32:50 PM,Medium,
DAY030,DAYTON ROGERS MANUFACTURING CO,GSSCOURIER,Running,,,10d:11h:03m:50s,27084,9/26/2023 1:32:52 PM,Medium,
DAY030,DAYTON ROGERS MANUFACTURING CO,ONLINE UPDATE,Running,D02,,03d:02h:23m:30s,192940,9/26/2023 1:45:52 PM,High,
DAY030,DAYTON ROGERS MANUFACTURING CO,ONLINE UPDATE,Running,D03,,03d:02h:22m:53s,188184,9/26/2023 1:45:54 PM,High,
DAY030,DAYTON ROGERS MANUFACTURING CO,ONLINE UPDATE,Running,D04,,03d:02h:22m:09s,192992,9/26/2023 1:45:57 PM,High,
DAY030,DAYTON ROGERS MANUFACTURING CO,ONLINE UPDATE,Running,D05,,03d:02h:21m:25s,191288,9/26/2023 1:45:59 PM,High,
DAY030,DAYTON ROGERS MANUFACTURING CO,ZENENGNSVC,Running,,10d:11h:06m:44s,10d:11h:06m:10s,4194303.99902344,9/26/2023 1:32:48 PM,Low,
DEC020,"DECATUR MOLD TOOL & ENGINEERING, INC",GSSCOURIER,Running,,,39d:22h:16m:53s,27780,9/26/2023 1:33:12 PM,Medium,
DEC020,"DECATUR MOLD TOOL & ENGINEERING, INC",ONLINE UPDATE,Running,DMT,,13d:19h:41m:48s,160164,9/26/2023 1:43:46 PM,High,
DEC020,"DECATUR MOLD TOOL & ENGINEERING, INC",WS_DBACCESS,Running,,,39d:22h:16m:56s,31428,9/26/2023 1:33:14 PM,High,
DEC020,"DECATUR MOLD TOOL & ENGINEERING, INC",ZENENGNSVC,Running,,69d:19h:11m:16s,69d:19h:10m:47s,4194303.99902344,9/26/2023 1:33:10 PM,Low,
DIS020,DISPLAY DEVICES,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:10m:34s,16032,9/26/2023 1:33:41 PM,Medium,
DIS020,DISPLAY DEVICES,GSSCOURIER,Running,,,03d:11h:08m:26s,26124,9/26/2023 1:33:43 PM,Medium,
DIS020,DISPLAY DEVICES,ONLINE UPDATE,Running,DIS,,03d:11h:27m:18s,82696,9/26/2023 1:51:46 PM,High,
DIS020,DISPLAY DEVICES,ZENENGNSVC,Running,,03d:11h:10m:57s,03d:11h:10m:32s,4194303.99902344,9/26/2023 1:33:39 PM,Low,
DIV050,DIVERSIFIED LABELING SOLUTIONS,GSSCOURIER,Running,,,00d:00h:11m:29s,31840,9/26/2023 1:11:35 PM,Medium,
DIV050,DIVERSIFIED LABELING SOLUTIONS,NTDBSMGR64,Running,,10d:10h:51m:32s,10d:10h:50m:55s,4194303.99902344,9/26/2023 1:11:33 PM,Low,
DIV050,DIVERSIFIED LABELING SOLUTIONS,ONLINE UPDATE,Running,DLS,,04d:00h:10m:53s,189736,9/26/2023 1:48:37 PM,High,
DIX010,DIXIE RUBBER & PLASTICS,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:07m:41s,15808,9/26/2023 1:28:08 PM,Medium,
DIX010,DIXIE RUBBER & PLASTICS,ONLINE UPDATE,Running,DRP,,03d:11h:26m:54s,61456,9/26/2023 1:48:56 PM,High,
DIX010,DIXIE RUBBER & PLASTICS,ZENENGNSVC,Running,,03d:11h:08m:09s,03d:11h:07m:39s,4194303.99902344,9/26/2023 1:28:06 PM,Low,
DSS010,DSS VALVES,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:27m:39s,15696,9/26/2023 1:48:32 PM,Medium,
DSS010,DSS VALVES,GSSCOURIER,Running,,,10d:11h:25m:35s,28344,9/26/2023 1:48:34 PM,Medium,
DSS010,DSS VALVES,NTDBSMGR64,Running,,10d:11h:28m:10s,10d:11h:27m:36s,4194303.99902344,9/26/2023 1:48:30 PM,Low,
DSS010,DSS VALVES,ONLINE UPDATE,Running,DSS,,10d:11h:17m:49s,110000,9/26/2023 1:42:36 PM,High,
DUN010,"Dundee Castings, Co.",GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:07m:42s,15744,9/26/2023 1:29:00 PM,Medium,
DUN010,"Dundee Castings, Co.",ONLINE UPDATE,Running,DCC,,03d:11h:27m:11s,75996,9/26/2023 1:49:52 PM,High,
DUN010,"Dundee Castings, Co.",ZENENGNSVC,Running,,03d:11h:08m:13s,03d:11h:07m:39s,4194303.99902344,9/26/2023 1:28:58 PM,Low,
DYN030,ENERCORP SAND SOLUTIONS - CAN,GSS.SYSTEMINTEGRITYSERVICE,Running,,,45d:10h:51m:48s,13352,9/26/2023 1:35:46 PM,Medium,
DYN030,ENERCORP SAND SOLUTIONS - CAN,GSSCOURIER,Running,,,45d:10h:49m:38s,22984,9/26/2023 1:35:48 PM,Medium,
DYN030,ENERCORP SAND SOLUTIONS - CAN,ONLINE UPDATE,Running,DCF,,45d:10h:50m:48s,86488,9/26/2023 1:41:31 PM,High,
DYN030,ENERCORP SAND SOLUTIONS - CAN,ONLINE UPDATE,Running,ESS,,45d:10h:50m:22s,57484,9/26/2023 1:41:33 PM,High,
DYN030,ENERCORP SAND SOLUTIONS - CAN,ONLINE UPDATE,Running,UST,,45d:10h:49m:00s,57536,9/26/2023 1:41:35 PM,High,
DYN030,ENERCORP SAND SOLUTIONS - CAN,ZENENGNSVC,Running,,45d:10h:52m:29s,45d:10h:51m:46s,4194303.99902344,9/26/2023 1:35:44 PM,Low,
DYN100,DYNA HOLDINGS LP,GSS.SYSTEMINTEGRITYSERVICE,Running,,,17d:04h:44m:10s,20032,9/26/2023 1:16:47 PM,Medium,
DYN100,DYNA HOLDINGS LP,GSSCOURIER,Running,,,17d:04h:42m:09s,29928,9/26/2023 1:16:49 PM,Medium,
DYN100,DYNA HOLDINGS LP,NTDBSMGR64,Running,,17d:04h:44m:41s,17d:04h:44m:08s,4194303.99902344,9/26/2023 1:16:45 PM,Low,
DYN100,DYNA HOLDINGS LP,ONLINE UPDATE,Running,DCS,,17d:05h:11m:44s,71780,9/26/2023 1:46:28 PM,High,
DYN100,DYNA HOLDINGS LP,ONLINE UPDATE,Running,DIR,,17d:05h:11m:11s,95884,9/26/2023 1:46:30 PM,High,
DYN100,DYNA HOLDINGS LP,ONLINE UPDATE,Running,DIS,,17d:05h:10m:28s,112372,9/26/2023 1:46:33 PM,High,
DYN100,DYNA HOLDINGS LP,ONLINE UPDATE,Running,DVC,,17d:05h:09m:45s,71072,9/26/2023 1:46:35 PM,High,
DYN100,DYNA HOLDINGS LP,ONLINE UPDATE,Running,QAB,,17d:05h:09m:00s,106948,9/26/2023 1:46:37 PM,High,
EAG040,EAGLE GASKET & PACKING CO.,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:10h:29m:39s,16368,9/26/2023 12:53:15 PM,Medium,
EAG040,EAGLE GASKET & PACKING CO.,GSSCOURIER,Running,,,10d:10h:27m:33s,19960,9/26/2023 12:53:17 PM,Medium,
EAG040,EAGLE GASKET & PACKING CO.,ONLINE UPDATE,Running,EAG,,10d:11h:25m:09s,60132,9/26/2023 1:50:00 PM,High,
EAG040,EAGLE GASKET & PACKING CO.,ZENENGNSVC,Running,,10d:10h:30m:10s,10d:10h:29m:36s,4194303.99902344,9/26/2023 12:53:12 PM,Low,
EAS040,EASTEK INTERNATIONAL CORPORATION,GSS.SYSTEMINTEGRITYSERVICE,Running,,,07d:14h:20m:41s,18568,9/26/2023 1:08:53 PM,Medium,
EAS040,EASTEK INTERNATIONAL CORPORATION,GSSCOURIER,Running,,,07d:14h:18m:40s,31020,9/26/2023 1:08:55 PM,Medium,
EAS040,EASTEK INTERNATIONAL CORPORATION,ONLINE UPDATE,Running,EIC,,07d:15h:00m:38s,74804,9/26/2023 1:50:32 PM,High,
EAS040,EASTEK INTERNATIONAL CORPORATION,ONLINE UPDATE,Running,EIT,,07d:15h:00m:28s,71656,9/26/2023 1:50:34 PM,High,
EAS040,EASTEK INTERNATIONAL CORPORATION,ONLINE UPDATE,Running,MEX,,07d:14h:59m:43s,105212,9/26/2023 1:50:36 PM,High,
EAS040,EASTEK INTERNATIONAL CORPORATION,ZENENGNSVC,Running,,07d:14h:21m:05s,07d:14h:20m:39s,4194303.99902344,9/26/2023 1:08:51 PM,Low,
ECA010,SPEER CARBON COMPANY,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:27m:37s,16376,9/26/2023 1:47:16 PM,Medium,
ECA010,SPEER CARBON COMPANY,GSSCOURIER,Running,,,10d:11h:25m:33s,38980,9/26/2023 1:47:18 PM,Medium,
ECA010,SPEER CARBON COMPANY,ONLINE UPDATE,Running,ECA,,10d:11h:20m:02s,81180,9/26/2023 1:41:18 PM,High,
ECA010,SPEER CARBON COMPANY,ZENENGNSVC,Running,,10d:11h:28m:05s,10d:11h:27m:34s,4194303.99902344,9/26/2023 1:47:14 PM,Low,
EHB010,E.H. BAARE CORP.,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:19m:23s,16928,9/26/2023 1:39:38 PM,Medium,
EHB010,E.H. BAARE CORP.,NTDBSMGR64,Running,,10d:11h:19m:53s,10d:11h:19m:21s,4194303.99902344,9/26/2023 1:39:36 PM,Low,
EHB010,E.H. BAARE CORP.,ONLINE UPDATE,Running,EHB,,10d:11h:24m:11s,117832,9/26/2023 1:46:20 PM,High,
EHB010,E.H. BAARE CORP.,ONLINE UPDATE,Running,VEE,,10d:11h:24m:07s,109000,9/26/2023 1:46:22 PM,High,
ELE010,ELECTRO-MECHANICAL CORPORATION,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:13m:38s,16544,9/26/2023 1:37:24 PM,Medium,
ELE010,ELECTRO-MECHANICAL CORPORATION,GSSCOURIER,Running,,,03d:11h:11m:24s,27888,9/26/2023 1:37:26 PM,Medium,
ELE010,ELECTRO-MECHANICAL CORPORATION,NTDBSMGR64,Running,,03d:11h:14m:19s,03d:11h:13m:35s,4194303.99902344,9/26/2023 1:37:22 PM,Low,
ELE010,ELECTRO-MECHANICAL CORPORATION,ONLINE UPDATE,Running,EMC,,03d:11h:07m:33s,114952,9/26/2023 1:37:44 PM,High,
ELE010,ELECTRO-MECHANICAL CORPORATION,WS_DBACCESS,Running,,,03d:11h:11m:16s,24672,9/26/2023 1:37:28 PM,High,
ELE200,THE ELECTRODE STORE,GSS.SYSTEMINTEGRITYSERVICE,Running,,,00d:13h:03m:21s,16800,9/26/2023 1:35:05 PM,Medium,
ELE200,THE ELECTRODE STORE,GSSCOURIER,Running,,,00d:13h:01m:17s,23556,9/26/2023 1:35:07 PM,Medium,
ELE200,THE ELECTRODE STORE,ONLINE UPDATE,Running,TES,,00d:13h:17m:06s,70448,9/26/2023 1:50:37 PM,High,
ELE200,THE ELECTRODE STORE,ZENENGNSVC,Running,,00d:13h:03m:48s,00d:13h:03m:19s,4194303.99902344,9/26/2023 1:35:03 PM,Low,
ELM010,ELMET TECHNOLOGIES LLC,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:21m:59s,16760,9/26/2023 1:42:32 PM,Medium,
ELM010,ELMET TECHNOLOGIES LLC,GSSCOURIER,Running,,,03d:11h:19m:48s,29052,9/26/2023 1:42:34 PM,Medium,
ELM010,ELMET TECHNOLOGIES LLC,NTDBSMGR64,Running,,03d:11h:22m:47s,03d:11h:21m:57s,4194303.99902344,9/26/2023 1:42:30 PM,Low,
ELM010,ELMET TECHNOLOGIES LLC,ONLINE UPDATE,Running,ELM,,03d:02h:10m:09s,189952,9/26/2023 1:42:45 PM,High,
ELM010,ELMET TECHNOLOGIES LLC,SLICENSE,Running,,,03d:11h:22m:03s,4888,9/26/2023 1:42:36 PM,Low,
EMB010,"EMBROSS NORTH AMERICA, LTD",GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:21m:45s,16048,9/26/2023 1:42:53 PM,Medium,
EMB010,"EMBROSS NORTH AMERICA, LTD",ONLINE UPDATE,Running,EMB,,00d:00h:00m:00s,-0.0009765625,9/26/2023 1:46:01 PM,High,
EMB010,"EMBROSS NORTH AMERICA, LTD",ZENENGNSVC,Running,,03d:11h:22m:18s,03d:11h:21m:43s,4194303.99902344,9/26/2023 1:42:51 PM,Low,
ENT030,THE ENTWISTLE COMPANY,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:10m:50s,15472,9/26/2023 1:38:08 PM,Medium,
ENT030,THE ENTWISTLE COMPANY,GSSCOURIER,Running,,,03d:11h:08m:27s,25768,9/26/2023 1:38:10 PM,Medium,
ENT030,THE ENTWISTLE COMPANY,ONLINE UPDATE,Running,TEC,,03d:11h:11m:34s,77508,9/26/2023 1:41:13 PM,High,
ENT030,THE ENTWISTLE COMPANY,ZENENGNSVC,Running,,03d:11h:11m:26s,03d:11h:10m:48s,4194303.99902344,9/26/2023 1:38:06 PM,Low,
ENV110,ENVOLTZ LLC,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:13m:09s,14372,9/26/2023 1:33:22 PM,Medium,
ENV110,ENVOLTZ LLC,GSSCOURIER,Running,,,03d:11h:11m:08s,26508,9/26/2023 1:33:24 PM,Medium,
ENV110,ENVOLTZ LLC,NTDBSMGR64,Running,,03d:11h:13m:45s,03d:11h:13m:07s,4194303.99902344,9/26/2023 1:33:20 PM,Low,
ENV110,ENVOLTZ LLC,ONLINE UPDATE,Running,ENT,,03d:11h:21m:03s,57760,9/26/2023 1:44:55 PM,High,
ENV110,ENVOLTZ LLC,ONLINE UPDATE,Running,ENV,,03d:11h:20m:38s,84512,9/26/2023 1:44:53 PM,High,
ENV110,ENVOLTZ LLC,SLICENSE,Running,,,03d:11h:13m:13s,4136,9/26/2023 1:33:26 PM,Low,
ERI010,ERICCO MANUFACTURING,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:10h:27m:10s,15764,9/26/2023 1:00:17 PM,Medium,
ERI010,ERICCO MANUFACTURING,GSSCOURIER,Running,,,10d:10h:25m:09s,26888,9/26/2023 1:00:19 PM,Medium,
ERI010,ERICCO MANUFACTURING,NTDBSMGR64,Running,,10d:10h:27m:42s,10d:10h:27m:08s,4194303.99902344,9/26/2023 1:00:15 PM,Low,
ERI010,ERICCO MANUFACTURING,ONLINE UPDATE,Running,ERI,,10d:11h:03m:44s,91868,9/26/2023 1:39:12 PM,High,
ERI020,"ERIE TECHNICAL SYSTEMS, INC.",GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:10h:36m:26s,15332,9/26/2023 12:55:30 PM,Medium,
ERI020,"ERIE TECHNICAL SYSTEMS, INC.",GSSCOURIER,Running,,,10d:10h:33m:52s,28544,9/26/2023 12:55:32 PM,Medium,
ERI020,"ERIE TECHNICAL SYSTEMS, INC.",ONLINE UPDATE,Running,ETS,,10d:11h:14m:18s,107512,9/26/2023 1:41:11 PM,High,
ERI020,"ERIE TECHNICAL SYSTEMS, INC.",WS_DBACCESS,Running,,,10d:10h:33m:50s,23312,9/26/2023 12:55:34 PM,High,
ERI020,"ERIE TECHNICAL SYSTEMS, INC.",ZENENGNSVC,Running,,10d:10h:36m:47s,10d:10h:36m:24s,4194303.99902344,9/26/2023 12:55:28 PM,Low,
ESP020,ES PRECISION METALS,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:27m:51s,15152,9/26/2023 1:51:48 PM,Medium,
ESP020,ES PRECISION METALS,GSSCOURIER,Running,,,10d:11h:25m:30s,25552,9/26/2023 1:51:50 PM,Medium,
ESP020,ES PRECISION METALS,ONLINE UPDATE,Running,EPM,,10d:11h:19m:18s,80184,9/26/2023 1:45:47 PM,High,
ESP020,ES PRECISION METALS,ZENENGNSVC,Running,,10d:11h:28m:23s,10d:11h:27m:48s,3610888,9/26/2023 1:51:46 PM,Low,
EST010,ESTANADORA SA DE CV,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:10m:44s,14984,9/26/2023 1:45:03 PM,Medium,
EST010,ESTANADORA SA DE CV,GSSCOURIER,Running,,,03d:11h:08m:26s,24892,9/26/2023 1:45:05 PM,Medium,
EST010,ESTANADORA SA DE CV,NTDBSMGR64,Running,,03d:11h:11m:17s,03d:11h:10m:41s,4194303.99902344,9/26/2023 1:45:01 PM,Low,
EST010,ESTANADORA SA DE CV,ONLINE UPDATE,Running,EST,,03d:11h:13m:15s,100276,9/26/2023 1:50:02 PM,High,
